Drug1_Binding_Affinity,Drug1_Renal_Clearance,Drug1_LogP,Drug2_Binding_Affinity,Drug2_Renal_Clearance,Drug2_LogP,Interaction,Drug1_CYP_0,Drug1_CYP_1,Drug1_CYP_2,Drug1_CYP_3,Drug2_CYP_0,Drug2_CYP_1,Drug2_CYP_2,Drug2_CYP_3
0.43333333333333335,0.8853333333333334,0.59,0.4666666666666668,0.894,0.7025,1,True,False,False,False,False,False,False,True
0.033333333333333215,0.1246666666666667,0.6225,0.5,0.04799999999999999,0.545,0,True,False,False,False,False,False,True,False
0.033333333333333215,0.5226666666666667,0.8799999999999999,0.31666666666666654,0.7860000000000001,0.6325,0,False,True,False,False,True,False,False,False
0.5333333333333332,0.256,0.8825000000000001,0.6833333333333333,0.8320000000000002,0.39749999999999996,0,False,False,False,True,False,False,False,True
0.6500000000000001,0.534,0.27749999999999997,0.8500000000000001,0.628,0.2925,1,False,True,False,False,False,False,True,False
0.8166666666666667,0.18399999999999994,0.265,0.2666666666666667,0.608,0.545,0,True,False,False,False,True,False,False,False
0.7,0.30399999999999994,0.24,0.6500000000000001,0.42066666666666663,0.9650000000000001,1,False,False,False,True,False,False,True,False
0.43333333333333335,0.45199999999999996,0.585,0.7333333333333332,0.65,0.015000000000000013,1,False,False,False,True,False,False,True,False
0.11666666666666659,0.2346666666666667,0.69,0.5833333333333333,0.19399999999999995,0.8300000000000001,0,False,False,False,True,False,False,True,False
0.44999999999999996,0.9293333333333335,0.44999999999999996,0.7333333333333332,0.30533333333333335,0.020000000000000018,0,False,False,False,True,False,False,False,True
0.8500000000000001,0.59,0.6,0.8999999999999999,0.09600000000000003,0.1325,1,False,True,False,False,False,False,True,False
0.8,0.3406666666666667,0.1975,0.95,0.2446666666666667,0.935,1,False,True,False,False,True,False,False,False
0.1499999999999999,0.8120000000000002,0.125,0.95,0.7726666666666667,0.012500000000000011,1,False,False,True,False,False,True,False,False
0.6666666666666667,0.9706666666666667,0.4675,0.16666666666666663,0.7760000000000001,0.255,0,False,False,True,False,True,False,False,False
0.6166666666666667,0.28600000000000003,0.39,0.41666666666666674,0.482,0.595,1,False,False,False,True,False,False,True,False
0.55,0.09933333333333338,0.15500000000000003,0.033333333333333215,0.588,0.7075,0,False,False,False,True,True,False,False,False
0.55,0.664,0.68,0.3999999999999999,0.8366666666666668,0.29500000000000004,1,False,False,False,True,False,False,False,True
0.033333333333333215,0.06133333333333335,0.8700000000000001,0.16666666666666663,0.5273333333333333,0.59,0,False,False,False,True,True,False,False,False
0.8166666666666667,0.5279999999999999,0.46499999999999997,0.25,0.45399999999999996,0.2475,1,False,False,True,False,False,True,False,False
0.7666666666666666,0.7253333333333335,0.22499999999999998,0.4666666666666668,0.3606666666666667,0.2825,0,False,False,True,False,False,False,True,False
0.09999999999999998,0.6506666666666666,0.21000000000000002,0.5,0.9666666666666667,0.11249999999999999,0,True,False,False,False,False,True,False,False
0.5833333333333333,0.7026666666666667,0.48750000000000004,0.8166666666666667,0.39,0.15250000000000002,0,True,False,False,False,False,True,False,False
0.55,0.33533333333333337,0.8225,0.8999999999999999,0.44133333333333336,0.09499999999999997,0,True,False,False,False,False,False,False,True
0.6000000000000001,0.9046666666666666,0.46499999999999997,0.9333333333333333,0.5293333333333334,0.1225,0,False,False,False,True,False,True,False,False
0.5166666666666666,0.1306666666666666,0.185,0.21666666666666667,0.17000000000000004,0.545,1,False,True,False,False,False,True,False,False
0.5166666666666666,0.8773333333333334,0.135,0.29999999999999993,0.008000000000000007,0.09999999999999998,0,True,False,False,False,False,True,False,False
0.2666666666666667,0.22733333333333328,0.4275,0.7,0.21399999999999997,0.255,0,False,False,False,True,True,False,False,False
0.3833333333333333,0.44399999999999995,0.33999999999999997,0.1499999999999999,0.8906666666666666,0.44499999999999995,0,False,False,True,False,False,False,False,True
0.6500000000000001,0.684,0.8825000000000001,0.6333333333333333,0.4913333333333334,0.29000000000000004,1,False,False,True,False,False,False,False,True
0.8333333333333333,0.3773333333333333,0.22249999999999998,0.55,0.2839999999999999,0.22499999999999998,1,True,False,False,False,False,False,False,True
0.033333333333333215,0.4686666666666667,0.9775,0.2666666666666667,0.8666666666666668,0.9975,0,False,False,True,False,True,False,False,False
0.3999999999999999,0.27,0.07250000000000001,0.2333333333333334,0.4006666666666666,0.33999999999999997,1,False,True,False,False,True,False,False,False
0.3999999999999999,0.896,0.5625,0.75,0.0693333333333333,0.7949999999999999,1,False,False,True,False,False,True,False,False
0.75,0.6513333333333333,0.065,0.04999999999999993,0.2666666666666667,0.012500000000000011,0,False,False,False,True,False,False,False,True
0.7166666666666666,0.8186666666666668,0.28,0.8833333333333333,0.42333333333333334,0.6825,0,True,False,False,False,False,True,False,False
0.9333333333333333,0.5166666666666667,0.715,0.33333333333333326,0.05066666666666664,0.79,1,False,False,False,True,False,True,False,False
0.21666666666666667,0.10533333333333328,0.99,0.33333333333333326,0.8566666666666668,0.7075,0,False,True,False,False,False,False,False,True
0.3666666666666667,0.66,0.28,0.8500000000000001,0.9313333333333332,0.22249999999999998,0,False,False,False,True,False,True,False,False
0.33333333333333326,0.42266666666666675,0.3075,0.11666666666666659,0.272,0.0050000000000000044,1,True,False,False,False,True,False,False,False
0.16666666666666663,0.8013333333333333,0.40249999999999997,0.8166666666666667,0.5713333333333332,0.53,1,False,True,False,False,False,False,True,False
0.033333333333333215,0.03733333333333333,0.49,0.2333333333333334,0.09266666666666667,0.685,1,False,True,False,False,False,False,True,False
0.7666666666666666,0.4806666666666667,0.8374999999999999,0.41666666666666674,0.5966666666666667,0.33499999999999996,0,False,False,True,False,True,False,False,False
0.9666666666666666,0.7926666666666667,0.08000000000000002,0.09999999999999998,0.9766666666666667,0.7525,0,False,False,False,True,False,True,False,False
0.6833333333333333,0.5673333333333334,0.7125,0.06666666666666665,0.5433333333333333,0.605,0,False,True,False,False,True,False,False,False
0.8500000000000001,0.2553333333333333,0.16499999999999998,0.18333333333333335,0.5913333333333333,0.10999999999999999,1,False,False,True,False,False,True,False,False
0.06666666666666665,0.4833333333333334,0.7525,0.55,0.010000000000000009,0.345,0,True,False,False,False,False,True,False,False
0.6166666666666667,0.6746666666666666,0.7849999999999999,0.6000000000000001,0.6486666666666667,0.4175,1,False,False,False,True,False,False,False,True
0.6166666666666667,0.884,0.855,0.5,0.44866666666666666,0.5425,1,False,True,False,False,False,False,False,True
0.2333333333333334,0.5793333333333334,0.09499999999999997,0.6166666666666667,0.09933333333333338,0.8625,0,True,False,False,False,True,False,False,False
0.21666666666666667,0.6060000000000001,0.8725,0.9333333333333333,0.5833333333333334,0.5625,0,False,False,True,False,False,False,True,False
0.1499999999999999,0.276,0.96,0.7333333333333332,0.354,0.535,0,False,False,False,True,True,False,False,False
0.11666666666666659,0.9206666666666666,0.135,0.2833333333333332,0.4886666666666667,0.9775,0,True,False,False,False,False,False,False,True
0.1333333333333333,0.488,0.8025,0.06666666666666665,0.7893333333333333,0.345,0,False,True,False,False,False,True,False,False
0.16666666666666663,0.0040000000000000036,0.6125,0.43333333333333335,0.8020000000000002,0.71,0,False,False,False,True,True,False,False,False
0.08333333333333326,0.5093333333333334,0.375,0.18333333333333335,0.9086666666666668,0.5475,0,False,False,False,True,False,True,False,False
0.43333333333333335,0.6893333333333335,0.0,0.25,0.6673333333333332,0.7675000000000001,1,False,False,False,True,False,False,True,False
0.5833333333333333,0.5093333333333334,0.19,0.7,0.9480000000000001,0.3325,0,True,False,False,False,False,False,True,False
0.95,0.7513333333333333,0.475,0.8833333333333333,0.019333333333333313,0.125,1,False,True,False,False,True,False,False,False
0.9666666666666666,0.1306666666666666,0.545,0.8333333333333333,0.7220000000000001,0.905,0,False,False,True,False,True,False,False,False
0.1499999999999999,0.9600000000000001,0.7875000000000001,0.2833333333333332,0.04199999999999998,0.7575000000000001,1,False,False,True,False,False,True,False,False
0.7833333333333332,0.6920000000000001,0.8225,0.6166666666666667,0.8086666666666668,0.345,1,False,True,False,False,False,True,False,False
0.5666666666666667,0.44600000000000006,0.41500000000000004,0.75,0.2793333333333333,0.6325,1,False,False,True,False,False,True,False,False
0.9666666666666666,0.7700000000000001,0.8125,0.44999999999999996,0.7460000000000001,0.48,1,False,False,False,True,False,True,False,False
0.8333333333333333,0.17600000000000005,0.9175,0.6666666666666667,0.7993333333333333,0.8174999999999999,0,False,False,True,False,False,False,True,False
0.4666666666666668,0.28466666666666673,0.5675,0.43333333333333335,0.2486666666666667,0.49,1,False,False,False,True,False,False,True,False
0.4666666666666668,0.5,0.6425,0.8333333333333333,0.5286666666666667,0.44499999999999995,0,False,False,False,True,False,True,False,False
0.19999999999999996,0.618,0.97,0.3999999999999999,0.7373333333333333,0.8374999999999999,1,True,False,False,False,False,False,False,True
0.2666666666666667,0.2733333333333333,0.8474999999999999,0.9666666666666666,0.7206666666666667,0.28500000000000003,0,False,False,False,True,False,True,False,False
0.21666666666666667,0.686,0.3125,0.41666666666666674,0.12333333333333335,0.515,0,False,False,False,True,False,False,False,True
0.1333333333333333,0.0033333333333332993,0.37250000000000005,0.34999999999999987,0.11933333333333335,0.36,1,True,False,False,False,False,False,True,False
0.21666666666666667,0.5666666666666667,0.7849999999999999,0.29999999999999993,0.10466666666666669,0.665,0,True,False,False,False,False,True,False,False
0.19999999999999996,0.023333333333333317,0.11249999999999999,0.8333333333333333,0.5393333333333334,0.5225,0,False,False,False,True,True,False,False,False
0.6833333333333333,0.42733333333333334,0.52,0.016666666666666607,0.8486666666666668,0.7549999999999999,0,True,False,False,False,False,True,False,False
0.8,0.5173333333333333,0.44499999999999995,0.2333333333333334,0.17866666666666664,0.33999999999999997,0,True,False,False,False,True,False,False,False
0.48333333333333317,0.3686666666666667,0.14750000000000002,0.06666666666666665,0.7320000000000001,0.04749999999999999,1,False,True,False,False,False,False,True,False
0.0,0.8146666666666665,0.10999999999999999,0.8166666666666667,0.8060000000000002,0.54,0,False,False,True,False,False,False,False,True
0.1499999999999999,0.17000000000000004,0.6275,0.6000000000000001,0.31266666666666676,0.35750000000000004,0,True,False,False,False,False,False,False,True
0.7,0.388,0.3425,0.6833333333333333,0.1273333333333333,0.04999999999999999,0,False,False,True,False,False,False,True,False
0.55,0.42466666666666675,0.24,0.11666666666666659,0.7726666666666667,0.017500000000000016,0,False,False,False,True,False,False,True,False
0.08333333333333326,0.472,0.98,0.6833333333333333,0.914,0.37250000000000005,0,False,False,False,True,True,False,False,False
0.1333333333333333,0.5606666666666666,0.255,0.9833333333333334,0.43266666666666675,0.7425,0,True,False,False,False,True,False,False,False
0.11666666666666659,0.7746666666666667,0.895,0.8500000000000001,0.41733333333333333,0.030000000000000027,1,False,False,True,False,False,True,False,False
0.5666666666666667,0.7746666666666667,0.25749999999999995,0.5833333333333333,0.7860000000000001,0.07250000000000001,1,False,True,False,False,False,False,True,False
0.8333333333333333,0.9313333333333332,0.8374999999999999,0.7833333333333332,0.644,0.12,0,True,False,False,False,False,False,False,True
0.18333333333333335,0.43333333333333335,0.22249999999999998,0.9833333333333334,0.9186666666666669,0.7375,0,False,True,False,False,False,False,False,True
0.9666666666666666,0.5913333333333333,0.9424999999999999,0.11666666666666659,0.898,0.715,0,False,True,False,False,False,False,False,True
0.44999999999999996,0.19199999999999995,0.6175,0.8333333333333333,0.9786666666666667,0.03999999999999998,0,False,True,False,False,False,False,False,True
0.04999999999999993,0.122,0.925,0.6000000000000001,0.7413333333333333,0.22249999999999998,0,True,False,False,False,False,False,True,False
0.2833333333333332,0.9386666666666669,0.1875,0.2833333333333332,0.32933333333333337,0.8899999999999999,0,True,False,False,False,False,True,False,False
0.6666666666666667,0.9773333333333333,0.15749999999999997,0.95,0.9860000000000001,0.595,1,False,False,True,False,False,False,True,False
0.9666666666666666,0.7020000000000001,0.9325000000000001,0.8666666666666667,0.85,0.54,0,True,False,False,False,False,False,True,False
0.5333333333333332,0.67,0.195,0.6166666666666667,0.1253333333333333,0.15500000000000003,1,False,False,True,False,False,True,False,False
0.75,0.8220000000000002,0.16999999999999998,0.43333333333333335,0.07199999999999995,0.9850000000000001,0,False,False,False,True,False,True,False,False
0.6666666666666667,0.10333333333333333,0.7625,0.2333333333333334,0.7873333333333333,0.25749999999999995,1,False,False,False,True,False,False,False,True
0.1333333333333333,0.02266666666666667,0.8200000000000001,0.6833333333333333,0.92,0.0625,0,False,False,False,True,True,False,False,False
0.7833333333333332,0.7306666666666667,0.25249999999999995,0.8333333333333333,0.7100000000000001,0.14,0,False,True,False,False,False,False,True,False
0.5,0.2453333333333333,0.21750000000000003,0.75,0.7160000000000001,0.345,0,False,True,False,False,True,False,False,False
0.033333333333333215,0.5713333333333332,0.375,0.8166666666666667,0.4526666666666668,0.10749999999999998,0,False,False,False,True,False,True,False,False
0.8500000000000001,0.4733333333333334,0.375,0.55,0.8766666666666668,0.41500000000000004,0,True,False,False,False,False,False,False,True
0.44999999999999996,0.11666666666666664,0.0050000000000000044,0.3833333333333333,0.3973333333333333,0.3425,0,False,False,True,False,True,False,False,False
0.33333333333333326,0.506,0.08500000000000002,0.8166666666666667,0.9900000000000001,0.2375,0,True,False,False,False,True,False,False,False
0.6666666666666667,0.8753333333333334,0.11249999999999999,0.31666666666666654,0.43733333333333335,0.16499999999999998,0,True,False,False,False,False,False,True,False
0.6500000000000001,0.6233333333333334,0.7,0.7333333333333332,0.045999999999999985,0.7949999999999999,1,False,False,True,False,False,True,False,False
0.016666666666666607,0.29000000000000004,0.2375,0.31666666666666654,0.33866666666666667,0.45499999999999996,1,True,False,False,False,False,False,True,False
0.5166666666666666,0.41200000000000003,0.03749999999999998,0.3666666666666667,0.248,0.16249999999999998,1,False,False,True,False,False,True,False,False
0.3666666666666667,0.5226666666666667,0.03999999999999998,0.7833333333333332,0.6653333333333334,0.33999999999999997,0,True,False,False,False,False,False,False,True
0.5833333333333333,0.5133333333333333,0.31999999999999995,0.55,0.9720000000000001,0.14,0,False,False,True,False,False,False,True,False
0.5166666666666666,0.20600000000000007,0.9099999999999999,0.6166666666666667,0.5086666666666667,0.47,0,False,False,False,True,False,False,False,True
0.6333333333333333,0.5426666666666667,0.7325,0.5,0.9820000000000001,0.22999999999999998,0,False,False,False,True,False,False,True,False
0.55,0.644,0.1925,0.44999999999999996,0.028000000000000025,0.62,0,False,False,False,True,True,False,False,False
0.6166666666666667,0.5860000000000001,0.5025,0.033333333333333215,0.9506666666666667,0.3375,0,True,False,False,False,False,False,False,True
0.3666666666666667,0.6186666666666668,0.6325,0.16666666666666663,0.5986666666666668,0.9299999999999999,1,False,True,False,False,False,False,True,False
0.2333333333333334,0.618,0.6925,0.33333333333333326,0.9480000000000001,0.255,0,False,False,False,True,True,False,False,False
0.2833333333333332,0.5206666666666666,0.8025,0.1499999999999999,0.09866666666666662,0.595,0,True,False,False,False,True,False,False,False
0.09999999999999998,0.10733333333333328,0.8174999999999999,0.8166666666666667,0.2573333333333333,0.75,0,False,True,False,False,False,True,False,False
0.06666666666666665,0.45999999999999996,0.6225,0.34999999999999987,0.3533333333333334,0.48750000000000004,1,False,False,True,False,False,False,True,False
0.2333333333333334,0.8473333333333334,0.07250000000000001,0.6000000000000001,0.4833333333333334,0.72,0,True,False,False,False,False,False,True,False
0.8,0.7013333333333333,0.9225000000000001,0.8666666666666667,0.82,0.10249999999999998,1,False,False,True,False,True,False,False,False
0.29999999999999993,0.32266666666666666,0.8425,0.08333333333333326,0.6806666666666666,0.515,1,False,True,False,False,False,False,True,False
0.41666666666666674,0.07533333333333331,0.9450000000000001,0.6333333333333333,0.4646666666666667,0.07750000000000001,0,True,False,False,False,False,False,False,True
0.7333333333333332,0.31000000000000005,0.7649999999999999,0.8333333333333333,0.5933333333333334,0.12,0,False,False,False,True,False,False,False,True
0.34999999999999987,0.5733333333333334,0.5575,0.25,0.07599999999999996,0.2425,0,False,True,False,False,False,False,False,True
0.18333333333333335,0.8406666666666666,0.09499999999999997,0.3666666666666667,0.7133333333333333,0.6025,1,False,True,False,False,True,False,False,False
0.06666666666666665,0.32800000000000007,0.9275,0.3999999999999999,0.30133333333333334,0.6525,0,False,True,False,False,True,False,False,False
0.6000000000000001,0.7066666666666667,0.845,0.19999999999999996,0.7693333333333333,0.5075,0,False,False,True,False,True,False,False,False
0.6833333333333333,0.09600000000000003,0.20750000000000002,0.5166666666666666,0.11399999999999993,0.7425,1,False,False,False,True,False,False,False,True
0.033333333333333215,0.3866666666666667,0.7125,0.3999999999999999,0.8973333333333334,0.515,0,False,False,False,True,False,False,False,True
0.5833333333333333,0.12,0.40249999999999997,0.55,0.3726666666666667,0.48,0,False,True,False,False,True,False,False,False
0.7666666666666666,0.0026666666666666505,0.30000000000000004,0.16666666666666663,0.6806666666666666,0.43500000000000005,0,False,False,False,True,False,False,True,False
0.5833333333333333,0.7373333333333333,0.47,0.6333333333333333,0.6606666666666666,0.03999999999999998,1,False,False,False,True,False,True,False,False
0.29999999999999993,0.7313333333333333,0.875,0.25,0.44066666666666665,0.6725,0,False,False,False,True,True,False,False,False
0.7833333333333332,0.010000000000000009,0.15500000000000003,0.0,0.31999999999999995,0.495,0,False,True,False,False,False,True,False,False
0.2666666666666667,0.19533333333333336,0.505,0.11666666666666659,0.7146666666666667,0.9424999999999999,0,False,False,False,True,False,True,False,False
0.7,0.4973333333333333,0.55,0.8333333333333333,0.19600000000000006,0.8225,0,True,False,False,False,True,False,False,False
0.8,0.41733333333333333,0.07500000000000001,0.016666666666666607,0.3533333333333334,0.08750000000000002,0,False,False,False,True,False,True,False,False
0.08333333333333326,0.4033333333333333,0.9299999999999999,0.16666666666666663,0.6006666666666667,0.65,1,False,False,False,True,False,False,True,False
0.8666666666666667,0.5720000000000001,0.5725,0.09999999999999998,0.372,0.3325,0,False,False,False,True,False,False,True,False
0.33333333333333326,0.8120000000000002,0.41000000000000003,0.48333333333333317,0.494,0.8400000000000001,0,True,False,False,False,False,False,False,True
0.8500000000000001,0.4813333333333334,0.2825,0.95,0.7386666666666667,0.18,0,True,False,False,False,False,False,False,True
0.8333333333333333,0.059333333333333294,0.7725,0.5666666666666667,0.7860000000000001,0.5375,0,False,False,False,True,True,False,False,False
0.6333333333333333,0.2853333333333333,0.9750000000000001,0.0,0.5453333333333334,0.2025,0,False,False,True,False,True,False,False,False
0.31666666666666654,0.9486666666666669,0.3175,0.04999999999999993,0.01266666666666666,0.7649999999999999,0,False,False,False,True,False,True,False,False
0.18333333333333335,0.276,0.32499999999999996,0.5,0.8613333333333334,0.9099999999999999,0,True,False,False,False,False,False,True,False
0.7666666666666666,0.9653333333333335,0.625,0.8833333333333333,0.358,0.825,0,False,False,False,True,False,False,True,False
0.2833333333333332,0.5573333333333333,0.4675,0.016666666666666607,0.6693333333333334,0.7625,1,False,True,False,False,False,False,True,False
0.18333333333333335,0.9866666666666667,0.4575,0.48333333333333317,0.5846666666666667,0.02250000000000002,0,False,False,False,True,False,False,True,False
0.08333333333333326,0.7526666666666667,0.9575,0.43333333333333335,0.7153333333333335,0.22249999999999998,0,True,False,False,False,False,False,True,False
0.9166666666666665,0.5333333333333333,0.02250000000000002,0.2333333333333334,0.9886666666666667,0.62,0,False,False,False,True,False,True,False,False
0.33333333333333326,0.043999999999999984,0.15749999999999997,0.44999999999999996,0.2706666666666666,0.38,0,False,False,False,True,False,True,False,False
0.7333333333333332,0.21199999999999997,0.1175,0.06666666666666665,0.9133333333333334,0.5675,0,False,True,False,False,False,False,False,True
0.5166666666666666,0.9860000000000001,0.15749999999999997,0.3999999999999999,0.3526666666666667,0.3425,1,False,False,True,False,False,True,False,False
0.75,0.007333333333333303,0.65,0.7,0.40266666666666673,0.9199999999999999,1,False,False,True,False,False,True,False,False
0.18333333333333335,0.9226666666666669,0.31000000000000005,0.6166666666666667,0.2706666666666666,0.46499999999999997,0,False,False,True,False,True,False,False,False
0.8500000000000001,0.5453333333333334,0.8374999999999999,0.18333333333333335,0.030666666666666675,0.6325,0,True,False,False,False,False,False,False,True
0.1333333333333333,0.8173333333333334,0.8600000000000001,0.2333333333333334,0.5906666666666667,0.16999999999999998,0,False,False,False,True,False,False,True,False
0.19999999999999996,0.42933333333333334,0.10749999999999998,0.9666666666666666,0.18000000000000005,0.7825,0,False,False,False,True,False,False,True,False
0.75,0.9733333333333333,0.7525,0.6833333333333333,0.42866666666666664,0.3325,0,False,False,True,False,True,False,False,False
0.8,0.516,0.7875000000000001,0.0,0.7079999999999999,0.4075,0,True,False,False,False,True,False,False,False
0.08333333333333326,0.9113333333333332,0.9875,0.7,0.9746666666666667,0.9075,0,False,False,False,True,False,True,False,False
0.95,0.18133333333333335,0.665,0.34999999999999987,0.30733333333333335,0.7749999999999999,0,True,False,False,False,True,False,False,False
0.75,0.472,0.9724999999999999,0.6833333333333333,0.16399999999999998,0.385,0,False,False,True,False,False,False,True,False
0.0,0.13933333333333336,0.48750000000000004,0.4666666666666668,0.6793333333333335,0.4225,0,False,False,True,False,True,False,False,False
0.3833333333333333,0.39,0.21000000000000002,0.04999999999999993,0.45600000000000007,0.1375,1,False,True,False,False,False,False,False,True
0.0,0.42266666666666675,0.99,0.7666666666666666,0.8586666666666668,0.665,0,True,False,False,False,True,False,False,False
0.19999999999999996,0.8566666666666668,0.04749999999999999,0.2333333333333334,0.5926666666666667,0.9325000000000001,0,False,True,False,False,False,False,False,True
0.3833333333333333,0.5546666666666666,0.37,0.6333333333333333,0.7793333333333333,0.5175,0,False,False,True,False,False,False,True,False
0.6500000000000001,0.1333333333333333,0.94,0.7166666666666666,0.9580000000000001,0.08750000000000002,0,True,False,False,False,False,False,True,False
0.21666666666666667,0.272,0.45999999999999996,0.41666666666666674,0.7420000000000001,0.4125,0,True,False,False,False,False,True,False,False
0.6333333333333333,0.07466666666666666,0.7425,0.25,0.628,0.74,1,False,True,False,False,False,False,True,False
0.55,0.5106666666666666,0.35750000000000004,0.8666666666666667,0.502,0.51,1,False,False,False,True,False,True,False,False
0.6000000000000001,0.7939999999999999,0.15250000000000002,0.5666666666666667,0.15266666666666667,0.5275,0,False,False,False,True,True,False,False,False
0.8500000000000001,0.7053333333333335,0.9875,0.7333333333333332,0.6693333333333334,0.4075,1,True,False,False,False,True,False,False,False
0.2333333333333334,0.4713333333333334,0.7075,0.5,0.5753333333333335,0.665,0,False,True,False,False,False,False,True,False
0.9333333333333333,0.005333333333333301,0.8625,0.033333333333333215,0.7079999999999999,0.9924999999999999,0,False,False,False,True,True,False,False,False
0.5166666666666666,0.9206666666666666,0.29500000000000004,0.5,0.42866666666666664,0.5075,0,False,True,False,False,False,True,False,False
0.7,0.3553333333333333,0.9175,0.11666666666666659,0.9913333333333333,0.30500000000000005,0,False,False,False,True,False,False,True,False
0.0,0.46733333333333327,0.0625,0.04999999999999993,0.06133333333333335,0.08500000000000002,0,False,True,False,False,False,False,False,True
0.016666666666666607,0.6733333333333335,0.04749999999999999,0.34999999999999987,0.21733333333333327,0.37,1,False,True,False,False,False,False,True,False
0.06666666666666665,0.482,0.515,0.31666666666666654,0.9940000000000001,0.10249999999999998,0,False,False,True,False,False,False,False,True
0.6833333333333333,0.9826666666666667,0.6975,0.19999999999999996,0.055999999999999994,0.23249999999999998,0,False,False,True,False,True,False,False,False
0.7166666666666666,0.15733333333333327,0.017500000000000016,0.9833333333333334,0.1326666666666667,0.925,1,False,True,False,False,False,True,False,False
0.6000000000000001,0.7333333333333333,0.09749999999999998,0.9166666666666665,0.043333333333333335,0.8875,0,False,True,False,False,False,False,False,True
0.5833333333333333,0.914,0.22749999999999998,0.16666666666666663,0.9086666666666668,0.1325,0,True,False,False,False,True,False,False,False
0.9666666666666666,0.44533333333333336,0.2975,0.5666666666666667,0.472,0.73,0,False,True,False,False,True,False,False,False
0.3999999999999999,0.09066666666666667,0.9099999999999999,0.5166666666666666,0.6620000000000001,0.25,0,False,False,False,True,True,False,False,False
0.8333333333333333,0.7913333333333333,0.30500000000000005,0.41666666666666674,0.9540000000000001,0.4325,0,False,False,False,True,False,True,False,False
0.09999999999999998,0.23066666666666658,0.37,0.8166666666666667,0.6706666666666666,0.615,0,False,True,False,False,False,True,False,False
